Município,codmun,UF,idsus_fx,Grupo Homogêneo
Ciríaco,430550,RS,"6 a 6,9",GH5
Colinas,430558,RS,"6 a 6,9",GH5
Colorado,430560,RS,"6 a 6,9",GH5
Condor,430570,RS,"7 a 7,9",GH5
Constantina,430580,RS,"6 a 6,9",GH5
Coqueiro Baixo,430583,RS,"6 a 6,9",GH5
Coqueiros do Sul,430585,RS,"7 a 7,9",GH5
Coronel Barros,430587,RS,"7 a 7,9",GH5
Coronel Bicaco,430590,RS,"5 a 5,9",GH5
Coronel Pilar,430593,RS,"5 a 5,9",GH5
Cotiporã,430595,RS,"6 a 6,9",GH5
Coxilha,430597,RS,"6 a 6,9",GH5
Crissiumal,430600,RS,"5 a 5,9",GH5
Cristal,430605,RS,"5 a 5,9",GH5
Cristal do Sul,430607,RS,"6 a 6,9",GH6
Cruz Alta,430610,RS,"6 a 6,9",GH3
Cruzaltense,430613,RS,"6 a 6,9",GH5
Cruzeiro do Sul,430620,RS,"5 a 5,9",GH5
David Canabarro,430630,RS,"7 a 7,9",GH5
Derrubadas,430632,RS,"6 a 6,9",GH5
Dezesseis de Novembro,430635,RS,"7 a 7,9",GH5
Dilermando de Aguiar,430637,RS,"6 a 6,9",GH5
Dois Irmãos,430640,RS,"6 a 6,9",GH3
Dois Irmãos das Missões,430642,RS,"6 a 6,9",GH5
Dois Lajeados,430645,RS,"6 a 6,9",GH5
Dom Feliciano,430650,RS,"5 a 5,9",GH5
Dom Pedro de Alcântara,430655,RS,"7 a 7,9",GH5
Dom Pedrito,430660,RS,"4 a 4,9",GH3
Dona Francisca,430670,RS,"7 a 7,9",GH5
Doutor Maurício Cardoso,430673,RS,"6 a 6,9",GH5
Doutor Ricardo,430675,RS,"6 a 6,9",GH5
Eldorado do Sul,430676,RS,"5 a 5,9",GH5
Encantado,430680,RS,"5 a 5,9",GH3
Encruzilhada do Sul,430690,RS,"6 a 6,9",GH4
Engenho Velho,430692,RS,"7 a 7,9",GH5
Entre-Ijuís,430693,RS,"5 a 5,9",GH5
Entre Rios do Sul,430695,RS,"7 a 7,9",GH5
Erebango,430697,RS,"7 a 7,9",GH5
Erechim,430700,RS,"6 a 6,9",GH2
Ernestina,430705,RS,"7 a 7,9",GH5
Herval,430710,RS,"6 a 6,9",GH5
Erval Grande,430720,RS,"6 a 6,9",GH5
Erval Seco,430730,RS,"6 a 6,9",GH5
Esmeralda,430740,RS,"6 a 6,9",GH5
Esperança do Sul,430745,RS,"7 a 7,9",GH5
Espumoso,430750,RS,"4 a 4,9",GH5
Estação,430755,RS,"7 a 7,9",GH5
Estância Velha,430760,RS,"6 a 6,9",GH3
Esteio,430770,RS,"5 a 5,9",GH3
Estrela,430780,RS,"5 a 5,9",GH3
Estrela Velha,430781,RS,"6 a 6,9",GH5
Eugênio de Castro,430783,RS,"6 a 6,9",GH5
Fagundes Varela,430786,RS,"6 a 6,9",GH5
Farroupilha,430790,RS,"4 a 4,9",GH3
Faxinal do Soturno,430800,RS,"7 a 7,9",GH3
Faxinalzinho,430805,RS,"7 a 7,9",GH5
Fazenda Vilanova,430807,RS,"6 a 6,9",GH5
Feliz,430810,RS,"6 a 6,9",GH5
Flores da Cunha,430820,RS,"4 a 4,9",GH5
Floriano Peixoto,430825,RS,"7 a 7,9",GH5
Fontoura Xavier,430830,RS,"5 a 5,9",GH6
Formigueiro,430840,RS,"6 a 6,9",GH5
Forquetinha,430843,RS,"7 a 7,9",GH5
Fortaleza dos Valos,430845,RS,"6 a 6,9",GH5
Frederico Westphalen,430850,RS,"5 a 5,9",GH3
Garibaldi,430860,RS,"5 a 5,9",GH3
Garruchos,430865,RS,"6 a 6,9",GH5
Gaurama,430870,RS,"6 a 6,9",GH5
General Câmara,430880,RS,"6 a 6,9",GH5
Gentil,430885,RS,"6 a 6,9",GH5
Getúlio Vargas,430890,RS,"6 a 6,9",GH5
Giruá,430900,RS,"5 a 5,9",GH3
Glorinha,430905,RS,"7 a 7,9",GH5
Gramado,430910,RS,"6 a 6,9",GH3
Gramado dos Loureiros,430912,RS,"7 a 7,9",GH5
Gramado Xavier,430915,RS,"6 a 6,9",GH5
Gravataí,430920,RS,"6 a 6,9",GH3
Guabiju,430925,RS,"7 a 7,9",GH5
Guaíba,430930,RS,"4 a 4,9",GH3
Guaporé,430940,RS,"6 a 6,9",GH3
Guarani das Missões,430950,RS,"5 a 5,9",GH5
Harmonia,430955,RS,"6 a 6,9",GH5
Herveiras,430957,RS,"6 a 6,9",GH5
Horizontina,430960,RS,"6 a 6,9",GH5
Hulha Negra,430965,RS,"6 a 6,9",GH5
Humaitá,430970,RS,"6 a 6,9",GH5
Ibarama,430975,RS,"5 a 5,9",GH5
Ibiaçá,430980,RS,"6 a 6,9",GH5
Ibiraiaras,430990,RS,"6 a 6,9",GH5
Ibirapuitã,430995,RS,"6 a 6,9",GH5
Ibirubá,431000,RS,"5 a 5,9",GH5
Igrejinha,431010,RS,"5 a 5,9",GH3
Ijuí,431020,RS,"6 a 6,9",GH2
Ilópolis,431030,RS,"5 a 5,9",GH5
Imbé,431033,RS,"6 a 6,9",GH5
Imigrante,431036,RS,"6 a 6,9",GH5
Independência,431040,RS,"6 a 6,9",GH5
Inhacorá,431041,RS,"6 a 6,9",GH5
Ipê,431043,RS,"5 a 5,9",GH5
Ipiranga do Sul,431046,RS,"7 a 7,9",GH5
Iraí,431050,RS,"6 a 6,9",GH5
Itaara,431053,RS,"6 a 6,9",GH5
Itacurubi,431055,RS,"5 a 5,9",GH5
Itapuca,431057,RS,"6 a 6,9",GH5
Itaqui,431060,RS,"5 a 5,9",GH3
Itati,431065,RS,"6 a 6,9",GH6
Itatiba do Sul,431070,RS,"6 a 6,9",GH5
Ivorá,431075,RS,"6 a 6,9",GH5
Ivoti,431080,RS,"6 a 6,9",GH3
Jaboticaba,431085,RS,"6 a 6,9",GH6
Jacuizinho,431087,RS,"6 a 6,9",GH5
Jacutinga,431090,RS,"6 a 6,9",GH5
Jaguarão,431100,RS,"4 a 4,9",GH3
Jaguari,431110,RS,"5 a 5,9",GH5
Jaquirana,431112,RS,"5 a 5,9",GH6
Jari,431113,RS,"6 a 6,9",GH5
Jóia,431115,RS,"6 a 6,9",GH5
Júlio de Castilhos,431120,RS,"6 a 6,9",GH3
Lagoa Bonita do Sul,431123,RS,"5 a 5,9",GH5
Lagoão,431125,RS,"5 a 5,9",GH6
Lagoa dos Três Cantos,431127,RS,"7 a 7,9",GH5
Lagoa Vermelha,431130,RS,"5 a 5,9",GH3
Lajeado,431140,RS,"6 a 6,9",GH2
Lajeado do Bugre,431142,RS,"5 a 5,9",GH5
Lavras do Sul,431150,RS,"4 a 4,9",GH5
Liberato Salzano,431160,RS,"6 a 6,9",GH5
Lindolfo Collor,431162,RS,"7 a 7,9",GH5
Linha Nova,431164,RS,"6 a 6,9",GH5
Machadinho,431170,RS,"6 a 6,9",GH5
Maçambará,431171,RS,"5 a 5,9",GH5
Mampituba,431173,RS,"7 a 7,9",GH5
Manoel Viana,431175,RS,"6 a 6,9",GH5
Maquiné,431177,RS,"6 a 6,9",GH5
Maratá,431179,RS,"6 a 6,9",GH5
Marau,431180,RS,"5 a 5,9",GH3
Marcelino Ramos,431190,RS,"6 a 6,9",GH5
Mariana Pimentel,431198,RS,"5 a 5,9",GH5
Mariano Moro,431200,RS,"6 a 6,9",GH5
Marques de Souza,431205,RS,"6 a 6,9",GH5
Mata,431210,RS,"6 a 6,9",GH5
Mato Castelhano,431213,RS,"6 a 6,9",GH5
Mato Leitão,431215,RS,"7 a 7,9",GH5
Mato Queimado,431217,RS,"6 a 6,9",GH5
Maximiliano de Almeida,431220,RS,"5 a 5,9",GH5
Minas do Leão,431225,RS,"5 a 5,9",GH5
Miraguaí,431230,RS,"6 a 6,9",GH5
Montauri,431235,RS,"6 a 6,9",GH5
Monte Alegre dos Campos,431237,RS,"6 a 6,9",GH5
Monte Belo do Sul,431238,RS,"6 a 6,9",GH5
Montenegro,431240,RS,"2,5 a 3,9",GH3
Mormaço,431242,RS,"6 a 6,9",GH5
Morrinhos do Sul,431244,RS,"6 a 6,9",GH5
Morro Redondo,431245,RS,"6 a 6,9",GH5
Morro Reuter,431247,RS,"7 a 7,9",GH5
Mostardas,431250,RS,"7 a 7,9",GH5
Muçum,431260,RS,"6 a 6,9",GH5
Muitos Capões,431261,RS,"6 a 6,9",GH5
Muliterno,431262,RS,"7 a 7,9",GH5
Não-Me-Toque,431265,RS,"6 a 6,9",GH5
Nicolau Vergueiro,431267,RS,"7 a 7,9",GH5
Nonoai,431270,RS,"6 a 6,9",GH5
Nova Alvorada,431275,RS,"7 a 7,9",GH5
Nova Araçá,431280,RS,"5 a 5,9",GH5
Nova Bassano,431290,RS,"5 a 5,9",GH5
Nova Boa Vista,431295,RS,"6 a 6,9",GH5
Nova Bréscia,431300,RS,"6 a 6,9",GH5
Nova Candelária,431301,RS,"6 a 6,9",GH5
Nova Esperança do Sul,431303,RS,"7 a 7,9",GH5
Nova Hartz,431306,RS,"6 a 6,9",GH5
Nova Pádua,431308,RS,"4 a 4,9",GH5
Nova Palma,431310,RS,"6 a 6,9",GH5
Nova Petrópolis,431320,RS,"6 a 6,9",GH5
Nova Prata,431330,RS,"5 a 5,9",GH3
Nova Ramada,431333,RS,"7 a 7,9",GH5
Nova Roma do Sul,431335,RS,"5 a 5,9",GH5
Nova Santa Rita,431337,RS,"5 a 5,9",GH5
Novo Cabrais,431339,RS,"6 a 6,9",GH5
Novo Hamburgo,431340,RS,"5 a 5,9",GH3
Novo Machado,431342,RS,"6 a 6,9",GH5
Novo Tiradentes,431344,RS,"6 a 6,9",GH5
Novo Xingu,431346,RS,"7 a 7,9",GH5
Novo Barreiro,431349,RS,"6 a 6,9",GH5
Osório,431350,RS,"6 a 6,9",GH3
Paim Filho,431360,RS,"5 a 5,9",GH5
Palmares do Sul,431365,RS,"6 a 6,9",GH5
Palmeira das Missões,431370,RS,"4 a 4,9",GH3
Palmitinho,431380,RS,"6 a 6,9",GH5
Panambi,431390,RS,"6 a 6,9",GH3
Pantano Grande,431395,RS,"5 a 5,9",GH5
Paraí,431400,RS,"6 a 6,9",GH5
Paraíso do Sul,431402,RS,"6 a 6,9",GH5
Pareci Novo,431403,RS,"6 a 6,9",GH5
Parobé,431405,RS,"4 a 4,9",GH3
Passa Sete,431406,RS,"6 a 6,9",GH5
Passo do Sobrado,431407,RS,"5 a 5,9",GH5
Passo Fundo,431410,RS,"6 a 6,9",GH2
Paulo Bento,431413,RS,8 e +,GH5
Paverama,431415,RS,"5 a 5,9",GH5
Pedras Altas,431417,RS,"5 a 5,9",GH5
Pedro Osório,431420,RS,"4 a 4,9",GH5
Pejuçara,431430,RS,"6 a 6,9",GH5
Pelotas,431440,RS,"5 a 5,9",GH2
Picada Café,431442,RS,"6 a 6,9",GH5
Pinhal,431445,RS,8 e +,GH5
Pinhal da Serra,431446,RS,"5 a 5,9",GH5
Pinhal Grande,431447,RS,"6 a 6,9",GH5
Pinheirinho do Vale,431449,RS,"6 a 6,9",GH5
Pinheiro Machado,431450,RS,"5 a 5,9",GH5
Pirapó,431455,RS,"7 a 7,9",GH5
Piratini,431460,RS,"4 a 4,9",GH5
Planalto,431470,RS,"6 a 6,9",GH6
Poço das Antas,431475,RS,"6 a 6,9",GH5
Pontão,431477,RS,"7 a 7,9",GH5
Ponte Preta,431478,RS,"7 a 7,9",GH5
Portão,431480,RS,"5 a 5,9",GH3
Porto Alegre,431490,RS,"6 a 6,9",GH1
Porto Lucena,431500,RS,"7 a 7,9",GH5
Porto Mauá,431505,RS,"6 a 6,9",GH5
Porto Vera Cruz,431507,RS,"6 a 6,9",GH5
Porto Xavier,431510,RS,"6 a 6,9",GH5
Pouso Novo,431513,RS,"6 a 6,9",GH5
Presidente Lucena,431514,RS,"7 a 7,9",GH5
Progresso,431515,RS,"6 a 6,9",GH5
Protásio Alves,431517,RS,"6 a 6,9",GH5
Putinga,431520,RS,"6 a 6,9",GH5
Quaraí,431530,RS,"5 a 5,9",GH5
Quatro Irmãos,431531,RS,"7 a 7,9",GH5
Quevedos,431532,RS,"7 a 7,9",GH5
Quinze de Novembro,431535,RS,"6 a 6,9",GH5
Redentora,431540,RS,"6 a 6,9",GH6
Relvado,431545,RS,"6 a 6,9",GH5
Restinga Seca,431550,RS,"6 a 6,9",GH5
Rio dos Índios,431555,RS,"6 a 6,9",GH5
Rio Grande,431560,RS,"5 a 5,9",GH2
Rio Pardo,431570,RS,"5 a 5,9",GH3
Riozinho,431575,RS,"6 a 6,9",GH5
Roca Sales,431580,RS,"4 a 4,9",GH5
Rodeio Bonito,431590,RS,"6 a 6,9",GH3
Rolador,431595,RS,"7 a 7,9",GH5
Rolante,431600,RS,"6 a 6,9",GH5
Ronda Alta,431610,RS,"5 a 5,9",GH5
Rondinha,431620,RS,"6 a 6,9",GH5
Roque Gonzales,431630,RS,"6 a 6,9",GH5
Rosário do Sul,431640,RS,"5 a 5,9",GH3
Sagrada Família,431642,RS,"6 a 6,9",GH5
Saldanha Marinho,431643,RS,"5 a 5,9",GH5
Salto do Jacuí,431645,RS,"5 a 5,9",GH5
Salvador das Missões,431647,RS,"7 a 7,9",GH5
Salvador do Sul,431650,RS,"6 a 6,9",GH5
Sananduva,431660,RS,"5 a 5,9",GH5
Santa Bárbara do Sul,431670,RS,"5 a 5,9",GH5
Santa Cecília do Sul,431673,RS,"6 a 6,9",GH5
Santa Clara do Sul,431675,RS,"6 a 6,9",GH5
Santa Cruz do Sul,431680,RS,"6 a 6,9",GH2
Santa Maria,431690,RS,"5 a 5,9",GH2
Santa Maria do Herval,431695,RS,"6 a 6,9",GH5
Santa Margarida do Sul,431697,RS,"5 a 5,9",GH5
Santana da Boa Vista,431700,RS,"4 a 4,9",GH5
Sant'Ana do Livramento,431710,RS,"4 a 4,9",GH3
Santa Rosa,431720,RS,"6 a 6,9",GH3
Santa Tereza,431725,RS,"6 a 6,9",GH5
Santa Vitória do Palmar,431730,RS,"5 a 5,9",GH3
Santiago,431740,RS,"5 a 5,9",GH3
Santo Ângelo,431750,RS,"5 a 5,9",GH3
Santo Antônio do Palma,431755,RS,"7 a 7,9",GH5
Santo Antônio da Patrulha,431760,RS,"6 a 6,9",GH3
Santo Antônio das Missões,431770,RS,"6 a 6,9",GH5
Santo Antônio do Planalto,431775,RS,"7 a 7,9",GH5
Santo Augusto,431780,RS,"5 a 5,9",GH3
Santo Cristo,431790,RS,"5 a 5,9",GH5
Santo Expedito do Sul,431795,RS,"6 a 6,9",GH5
São Borja,431800,RS,"5 a 5,9",GH3
São Domingos do Sul,431805,RS,"6 a 6,9",GH5
São Francisco de Assis,431810,RS,"6 a 6,9",GH5
São Francisco de Paula,431820,RS,"5 a 5,9",GH3
São Gabriel,431830,RS,"5 a 5,9",GH3
São Jerônimo,431840,RS,"5 a 5,9",GH3
São João da Urtiga,431842,RS,"6 a 6,9",GH5
São João do Polêsine,431843,RS,"6 a 6,9",GH5
São Jorge,431844,RS,"6 a 6,9",GH5
São José das Missões,431845,RS,"6 a 6,9",GH6
São José do Herval,431846,RS,"6 a 6,9",GH6
São José do Hortêncio,431848,RS,"7 a 7,9",GH5
São José do Inhacorá,431849,RS,"7 a 7,9",GH5
São José do Norte,431850,RS,"5 a 5,9",GH6
São José do Ouro,431860,RS,"4 a 4,9",GH5
São José do Sul,431861,RS,"5 a 5,9",GH5
São José dos Ausentes,431862,RS,"7 a 7,9",GH5
São Leopoldo,431870,RS,"5 a 5,9",GH3
São Lourenço do Sul,431880,RS,"6 a 6,9",GH3
São Luiz Gonzaga,431890,RS,"7 a 7,9",GH3
São Marcos,431900,RS,"5 a 5,9",GH3
São Martinho,431910,RS,"6 a 6,9",GH5
São Martinho da Serra,431912,RS,"6 a 6,9",GH5
São Miguel das Missões,431915,RS,"6 a 6,9",GH5
São Nicolau,431920,RS,"7 a 7,9",GH6
São Paulo das Missões,431930,RS,"6 a 6,9",GH5
São Pedro da Serra,431935,RS,"6 a 6,9",GH5
São Pedro das Missões,431936,RS,"5 a 5,9",GH5
São Pedro do Butiá,431937,RS,"7 a 7,9",GH5
São Pedro do Sul,431940,RS,"5 a 5,9",GH5
São Sebastião do Caí,431950,RS,"4 a 4,9",GH5
São Sepé,431960,RS,"6 a 6,9",GH3
São Valentim,431970,RS,"7 a 7,9",GH5
São Valentim do Sul,431971,RS,"6 a 6,9",GH5
São Valério do Sul,431973,RS,"7 a 7,9",GH6
São Vendelino,431975,RS,"6 a 6,9",GH5
São Vicente do Sul,431980,RS,"6 a 6,9",GH5
Sapiranga,431990,RS,"5 a 5,9",GH3
Sapucaia do Sul,432000,RS,"5 a 5,9",GH3
Sarandi,432010,RS,"5 a 5,9",GH3
Seberi,432020,RS,"5 a 5,9",GH5
Sede Nova,432023,RS,"6 a 6,9",GH5
Segredo,432026,RS,"6 a 6,9",GH5
Selbach,432030,RS,"5 a 5,9",GH5
Senador Salgado Filho,432032,RS,"6 a 6,9",GH5
Sentinela do Sul,432035,RS,"6 a 6,9",GH5
Serafina Corrêa,432040,RS,"7 a 7,9",GH5
Sério,432045,RS,"6 a 6,9",GH5
Sertão,432050,RS,"6 a 6,9",GH5
Sertão Santana,432055,RS,"5 a 5,9",GH5
Sete de Setembro,432057,RS,"7 a 7,9",GH5
Severiano de Almeida,432060,RS,"6 a 6,9",GH5
Silveira Martins,432065,RS,"5 a 5,9",GH5
Sinimbu,432067,RS,"6 a 6,9",GH5
Sobradinho,432070,RS,"6 a 6,9",GH3
Soledade,432080,RS,"6 a 6,9",GH3
Tabaí,432085,RS,"6 a 6,9",GH5
Tapejara,432090,RS,"6 a 6,9",GH3
Tapera,432100,RS,"6 a 6,9",GH5
Tapes,432110,RS,"6 a 6,9",GH5
Taquara,432120,RS,"5 a 5,9",GH3
Taquari,432130,RS,"4 a 4,9",GH3
Taquaruçu do Sul,432132,RS,"7 a 7,9",GH5
Tavares,432135,RS,"5 a 5,9",GH5
Tenente Portela,432140,RS,"6 a 6,9",GH4
Terra de Areia,432143,RS,"6 a 6,9",GH5
Teutônia,432145,RS,"5 a 5,9",GH3
Tio Hugo,432146,RS,"7 a 7,9",GH5
Tiradentes do Sul,432147,RS,"6 a 6,9",GH5
Toropi,432149,RS,"6 a 6,9",GH5
Torres,432150,RS,"6 a 6,9",GH3
Tramandaí,432160,RS,"5 a 5,9",GH3
Travesseiro,432162,RS,"6 a 6,9",GH5
Três Arroios,432163,RS,"5 a 5,9",GH5
Três Cachoeiras,432166,RS,"6 a 6,9",GH5
Três Coroas,432170,RS,"5 a 5,9",GH3
Três de Maio,432180,RS,"6 a 6,9",GH3
Três Forquilhas,432183,RS,"7 a 7,9",GH5
Três Palmeiras,432185,RS,"6 a 6,9",GH5
Três Passos,432190,RS,"6 a 6,9",GH3
Trindade do Sul,432195,RS,"6 a 6,9",GH5
Triunfo,432200,RS,"5 a 5,9",GH3
Tucunduva,432210,RS,"5 a 5,9",GH5
Tunas,432215,RS,"6 a 6,9",GH6
Tupanci do Sul,432218,RS,"6 a 6,9",GH5
Tupanciretã,432220,RS,"5 a 5,9",GH5
Tupandi,432225,RS,"6 a 6,9",GH5
Tuparendi,432230,RS,"6 a 6,9",GH5
Turuçu,432232,RS,"6 a 6,9",GH5
Ubiretama,432234,RS,"7 a 7,9",GH5
União da Serra,432235,RS,"6 a 6,9",GH5
Unistalda,432237,RS,"7 a 7,9",GH5
Uruguaiana,432240,RS,"5 a 5,9",GH3
Vacaria,432250,RS,"5 a 5,9",GH3
Vale Verde,432252,RS,"6 a 6,9",GH5
Vale do Sol,432253,RS,"6 a 6,9",GH5
Vale Real,432254,RS,"6 a 6,9",GH5
Vanini,432255,RS,"6 a 6,9",GH5
Venâncio Aires,432260,RS,"4 a 4,9",GH3
Vera Cruz,432270,RS,"6 a 6,9",GH5
Veranópolis,432280,RS,"5 a 5,9",GH3
Vespasiano Correa,432285,RS,"6 a 6,9",GH5
Viadutos,432290,RS,"5 a 5,9",GH5
Viamão,432300,RS,"5 a 5,9",GH3
Vicente Dutra,432310,RS,"5 a 5,9",GH5
Victor Graeff,432320,RS,"7 a 7,9",GH5
Vila Flores,432330,RS,"5 a 5,9",GH5
Vila Lângaro,432335,RS,"7 a 7,9",GH5
Vila Maria,432340,RS,"5 a 5,9",GH5
Vila Nova do Sul,432345,RS,"6 a 6,9",GH5
Vista Alegre,432350,RS,"6 a 6,9",GH5
Vista Alegre do Prata,432360,RS,"6 a 6,9",GH5
Vista Gaúcha,432370,RS,"6 a 6,9",GH5
Vitória das Missões,432375,RS,"7 a 7,9",GH5
Westfalia,432377,RS,"6 a 6,9",GH5
Xangri-lá,432380,RS,"7 a 7,9",GH5
Água Clara,500020,MS,"5 a 5,9",GH5
Alcinópolis,500025,MS,"4 a 4,9",GH5
Amambai,500060,MS,"5 a 5,9",GH4
Anastácio,500070,MS,"5 a 5,9",GH5
Anaurilândia,500080,MS,"5 a 5,9",GH5
Angélica,500085,MS,"5 a 5,9",GH5
Antônio João,500090,MS,"5 a 5,9",GH5
Aparecida do Taboado,500100,MS,"4 a 4,9",GH5
Aquidauana,500110,MS,"5 a 5,9",GH4
Aral Moreira,500124,MS,"5 a 5,9",GH5
Bandeirantes,500150,MS,"5 a 5,9",GH5
Bataguassu,500190,MS,"5 a 5,9",GH5
Batayporã,500200,MS,"5 a 5,9",GH5
Bela Vista,500210,MS,"4 a 4,9",GH6
Bodoquena,500215,MS,"5 a 5,9",GH5
Bonito,500220,MS,"5 a 5,9",GH5
Brasilândia,500230,MS,"5 a 5,9",GH5
Caarapó,500240,MS,"4 a 4,9",GH5
Camapuã,500260,MS,"5 a 5,9",GH5
Campo Grande,500270,MS,"6 a 6,9",GH1
Caracol,500280,MS,"5 a 5,9",GH5
Cassilândia,500290,MS,"5 a 5,9",GH5
Chapadão do Sul,500295,MS,"5 a 5,9",GH5
Corguinho,500310,MS,"5 a 5,9",GH5
Coronel Sapucaia,500315,MS,"5 a 5,9",GH6
Corumbá,500320,MS,"5 a 5,9",GH3
Costa Rica,500325,MS,"5 a 5,9",GH5
Coxim,500330,MS,"5 a 5,9",GH3
Deodápolis,500345,MS,"4 a 4,9",GH5
Dois Irmãos do Buriti,500348,MS,"5 a 5,9",GH6
Douradina,500350,MS,"5 a 5,9",GH5
Dourados,500370,MS,"6 a 6,9",GH2
Eldorado,500375,MS,"5 a 5,9",GH5
Fátima do Sul,500380,MS,"5 a 5,9",GH3
Figueirão,500390,MS,"4 a 4,9",GH5
Glória de Dourados,500400,MS,"5 a 5,9",GH5
Guia Lopes da Laguna,500410,MS,"5 a 5,9",GH6
Iguatemi,500430,MS,"5 a 5,9",GH3
Inocência,500440,MS,"5 a 5,9",GH5
Itaporã,500450,MS,"4 a 4,9",GH5
Itaquiraí,500460,MS,"4 a 4,9",GH5
Ivinhema,500470,MS,"5 a 5,9",GH5
Japorã,500480,MS,"6 a 6,9",GH6
Jaraguari,500490,MS,"4 a 4,9",GH5
Jardim,500500,MS,"5 a 5,9",GH5
Jateí,500510,MS,"5 a 5,9",GH5
Juti,500515,MS,"5 a 5,9",GH5
Ladário,500520,MS,"5 a 5,9",GH5
Laguna Carapã,500525,MS,"6 a 6,9",GH5
Maracaju,500540,MS,"5 a 5,9",GH3
Miranda,500560,MS,"4 a 4,9",GH6
Mundo Novo,500568,MS,"4 a 4,9",GH4
Naviraí,500570,MS,"5 a 5,9",GH3
Nioaque,500580,MS,"5 a 5,9",GH5
Nova Alvorada do Sul,500600,MS,"5 a 5,9",GH5
Nova Andradina,500620,MS,"5 a 5,9",GH3
Novo Horizonte do Sul,500625,MS,"5 a 5,9",GH5
Paranaíba,500630,MS,"6 a 6,9",GH3
Paranhos,500635,MS,"5 a 5,9",GH6
Pedro Gomes,500640,MS,"5 a 5,9",GH5
Ponta Porã,500660,MS,"5 a 5,9",GH4
Porto Murtinho,500690,MS,"4 a 4,9",GH5
Ribas do Rio Pardo,500710,MS,"5 a 5,9",GH5
Rio Brilhante,500720,MS,"5 a 5,9",GH3
Rio Negro,500730,MS,"5 a 5,9",GH5
Rio Verde de Mato Grosso,500740,MS,"5 a 5,9",GH3
Rochedo,500750,MS,"5 a 5,9",GH5
Santa Rita do Pardo,500755,MS,"4 a 4,9",GH5
São Gabriel do Oeste,500769,MS,"5 a 5,9",GH3
Sete Quedas,500770,MS,"5 a 5,9",GH6
Selvíria,500780,MS,"4 a 4,9",GH5
Sidrolândia,500790,MS,"5 a 5,9",GH3
Sonora,500793,MS,"5 a 5,9",GH5
Tacuru,500795,MS,"5 a 5,9",GH6
Taquarussu,500797,MS,"6 a 6,9",GH5
Terenos,500800,MS,"5 a 5,9",GH5
Três Lagoas,500830,MS,"5 a 5,9",GH3
Vicentina,500840,MS,"5 a 5,9",GH5
Acorizal,510010,MT,"5 a 5,9",GH6
Água Boa,510020,MT,"5 a 5,9",GH3
Alta Floresta,510025,MT,"5 a 5,9",GH3
Alto Araguaia,510030,MT,"5 a 5,9",GH5
Alto Boa Vista,510035,MT,"5 a 5,9",GH6
Alto Garças,510040,MT,"5 a 5,9",GH5
Alto Paraguai,510050,MT,"4 a 4,9",GH6
Alto Taquari,510060,MT,"2,5 a 3,9",GH5
Apiacás,510080,MT,"5 a 5,9",GH5
Araguaiana,510100,MT,"4 a 4,9",GH5
Araguainha,510120,MT,"5 a 5,9",GH5
Araputanga,510125,MT,"5 a 5,9",GH5
Arenápolis,510130,MT,"5 a 5,9",GH5
Aripuanã,510140,MT,"4 a 4,9",GH5
Barão de Melgaço,510160,MT,"4 a 4,9",GH6
Barra do Bugres,510170,MT,"4 a 4,9",GH3
Barra do Garças,510180,MT,"4 a 4,9",GH3
Bom Jesus do Araguaia,510185,MT,"4 a 4,9",GH5
Brasnorte,510190,MT,"5 a 5,9",GH5
Cáceres,510250,MT,"4 a 4,9",GH4
Campinápolis,510260,MT,"4 a 4,9",GH6
Campo Novo do Parecis,510263,MT,"5 a 5,9",GH5
Campo Verde,510267,MT,"5 a 5,9",GH3
Campos de Júlio,510268,MT,"5 a 5,9",GH5
Canabrava do Norte,510269,MT,"4 a 4,9",GH5
Canarana,510270,MT,"5 a 5,9",GH5
Carlinda,510279,MT,"5 a 5,9",GH6
Castanheira,510285,MT,"4 a 4,9",GH5
Chapada dos Guimarães,510300,MT,"5 a 5,9",GH6
Cláudia,510305,MT,"5 a 5,9",GH5
Cocalinho,510310,MT,"5 a 5,9",GH5
Colíder,510320,MT,"4 a 4,9",GH3
Colniza,510325,MT,"2,5 a 3,9",GH6
Comodoro,510330,MT,"4 a 4,9",GH3
Confresa,510335,MT,"4 a 4,9",GH4
Conquista D'Oeste,510336,MT,"5 a 5,9",GH5
Cotriguaçu,510337,MT,"5 a 5,9",GH6
Cuiabá,510340,MT,"5 a 5,9",GH1
Curvelândia,510343,MT,"4 a 4,9",GH6
Denise,510345,MT,"4 a 4,9",GH5
Diamantino,510350,MT,"5 a 5,9",GH3
Dom Aquino,510360,MT,"5 a 5,9",GH5
Feliz Natal,510370,MT,"6 a 6,9",GH5
Figueirópolis D'Oeste,510380,MT,"4 a 4,9",GH5
Gaúcha do Norte,510385,MT,"5 a 5,9",GH5
General Carneiro,510390,MT,"4 a 4,9",GH5
Glória D'Oeste,510395,MT,"4 a 4,9",GH5
Guarantã do Norte,510410,MT,"5 a 5,9",GH3
Guiratinga,510420,MT,"5 a 5,9",GH5
Indiavaí,510450,MT,"5 a 5,9",GH5
Ipiranga do Norte,510452,MT,"5 a 5,9",GH5
Itanhangá,510454,MT,"5 a 5,9",GH5
Itaúba,510455,MT,"4 a 4,9",GH5
Itiquira,510460,MT,"5 a 5,9",GH5
Jaciara,510480,MT,"5 a 5,9",GH3
Jangada,510490,MT,"5 a 5,9",GH5
