Município,codmun,UF,idsus_fx,Grupo Homogêneo
Prado Ferreira,412033,PR,"7 a 7,9",GH5
Pranchita,412035,PR,"7 a 7,9",GH3
Presidente Castelo Branco,412040,PR,"6 a 6,9",GH5
Primeiro de Maio,412050,PR,"5 a 5,9",GH5
Prudentópolis,412060,PR,"5 a 5,9",GH4
Quarto Centenário,412065,PR,"6 a 6,9",GH5
Quatiguá,412070,PR,"5 a 5,9",GH5
Quatro Barras,412080,PR,"7 a 7,9",GH5
Quatro Pontes,412085,PR,"5 a 5,9",GH5
Quedas do Iguaçu,412090,PR,"5 a 5,9",GH3
Querência do Norte,412100,PR,"6 a 6,9",GH5
Quinta do Sol,412110,PR,"5 a 5,9",GH5
Quitandinha,412120,PR,"6 a 6,9",GH5
Ramilândia,412125,PR,"6 a 6,9",GH6
Rancho Alegre,412130,PR,"6 a 6,9",GH5
Rancho Alegre D'Oeste,412135,PR,"6 a 6,9",GH5
Realeza,412140,PR,"7 a 7,9",GH5
Rebouças,412150,PR,"6 a 6,9",GH6
Renascença,412160,PR,"7 a 7,9",GH5
Reserva,412170,PR,"6 a 6,9",GH4
Reserva do Iguaçu,412175,PR,"5 a 5,9",GH6
Ribeirão Claro,412180,PR,"7 a 7,9",GH5
Ribeirão do Pinhal,412190,PR,"5 a 5,9",GH6
Rio Azul,412200,PR,"7 a 7,9",GH5
Rio Bom,412210,PR,"6 a 6,9",GH5
Rio Bonito do Iguaçu,412215,PR,"7 a 7,9",GH6
Rio Branco do Ivaí,412217,PR,"6 a 6,9",GH6
Rio Branco do Sul,412220,PR,"5 a 5,9",GH5
Rio Negro,412230,PR,"6 a 6,9",GH3
Rolândia,412240,PR,"6 a 6,9",GH3
Roncador,412250,PR,"4 a 4,9",GH5
Rondon,412260,PR,"6 a 6,9",GH5
Rosário do Ivaí,412265,PR,"7 a 7,9",GH5
Sabáudia,412270,PR,"6 a 6,9",GH5
Salgado Filho,412280,PR,"7 a 7,9",GH5
Salto do Itararé,412290,PR,"4 a 4,9",GH6
Salto do Lontra,412300,PR,"6 a 6,9",GH5
Santa Amélia,412310,PR,"6 a 6,9",GH6
Santa Cecília do Pavão,412320,PR,"5 a 5,9",GH5
Santa Cruz de Monte Castelo,412330,PR,"6 a 6,9",GH5
Santa Fé,412340,PR,"4 a 4,9",GH5
Santa Helena,412350,PR,"5 a 5,9",GH5
Santa Inês,412360,PR,"6 a 6,9",GH5
Santa Isabel do Ivaí,412370,PR,"6 a 6,9",GH5
Santa Izabel do Oeste,412380,PR,"7 a 7,9",GH5
Santa Lúcia,412382,PR,"6 a 6,9",GH5
Santa Maria do Oeste,412385,PR,"5 a 5,9",GH6
Santa Mariana,412390,PR,"4 a 4,9",GH5
Santa Mônica,412395,PR,"6 a 6,9",GH5
Santana do Itararé,412400,PR,"6 a 6,9",GH6
Santa Tereza do Oeste,412402,PR,"6 a 6,9",GH5
Santa Terezinha de Itaipu,412405,PR,"6 a 6,9",GH5
Santo Antônio da Platina,412410,PR,"5 a 5,9",GH3
Santo Antônio do Caiuá,412420,PR,"6 a 6,9",GH5
Santo Antônio do Paraíso,412430,PR,"6 a 6,9",GH5
Santo Antônio do Sudoeste,412440,PR,"6 a 6,9",GH5
Santo Inácio,412450,PR,"5 a 5,9",GH5
São Carlos do Ivaí,412460,PR,"5 a 5,9",GH5
São Jerônimo da Serra,412470,PR,"5 a 5,9",GH6
São João,412480,PR,"6 a 6,9",GH5
São João do Caiuá,412490,PR,"5 a 5,9",GH5
São João do Ivaí,412500,PR,"5 a 5,9",GH5
São João do Triunfo,412510,PR,"6 a 6,9",GH6
São Jorge d'Oeste,412520,PR,"6 a 6,9",GH5
São Jorge do Ivaí,412530,PR,"6 a 6,9",GH5
São Jorge do Patrocínio,412535,PR,"6 a 6,9",GH5
São José da Boa Vista,412540,PR,"6 a 6,9",GH5
São José das Palmeiras,412545,PR,"6 a 6,9",GH5
São José dos Pinhais,412550,PR,"5 a 5,9",GH3
São Manoel do Paraná,412555,PR,"7 a 7,9",GH5
São Mateus do Sul,412560,PR,"5 a 5,9",GH3
São Miguel do Iguaçu,412570,PR,"6 a 6,9",GH5
São Pedro do Iguaçu,412575,PR,"5 a 5,9",GH5
São Pedro do Ivaí,412580,PR,"5 a 5,9",GH5
São Pedro do Paraná,412590,PR,"6 a 6,9",GH5
São Sebastião da Amoreira,412600,PR,"6 a 6,9",GH5
São Tomé,412610,PR,"6 a 6,9",GH5
Sapopema,412620,PR,"5 a 5,9",GH6
Sarandi,412625,PR,"4 a 4,9",GH3
Saudade do Iguaçu,412627,PR,"7 a 7,9",GH5
Sengés,412630,PR,"5 a 5,9",GH5
Serranópolis do Iguaçu,412635,PR,"7 a 7,9",GH5
Sertaneja,412640,PR,"6 a 6,9",GH5
Sertanópolis,412650,PR,"6 a 6,9",GH5
Siqueira Campos,412660,PR,"5 a 5,9",GH5
Sulina,412665,PR,"7 a 7,9",GH5
Tamarana,412667,PR,"7 a 7,9",GH5
Tamboara,412670,PR,"6 a 6,9",GH5
Tapejara,412680,PR,"5 a 5,9",GH5
Tapira,412690,PR,"6 a 6,9",GH5
Teixeira Soares,412700,PR,"6 a 6,9",GH5
Telêmaco Borba,412710,PR,"6 a 6,9",GH3
Terra Boa,412720,PR,"6 a 6,9",GH5
Terra Rica,412730,PR,"6 a 6,9",GH5
Terra Roxa,412740,PR,"4 a 4,9",GH5
Tibagi,412750,PR,"6 a 6,9",GH5
Tijucas do Sul,412760,PR,"7 a 7,9",GH5
Toledo,412770,PR,"4 a 4,9",GH3
Tomazina,412780,PR,"6 a 6,9",GH5
Três Barras do Paraná,412785,PR,"6 a 6,9",GH5
Tunas do Paraná,412788,PR,"6 a 6,9",GH6
Tuneiras do Oeste,412790,PR,"6 a 6,9",GH5
Tupãssi,412795,PR,"5 a 5,9",GH5
Turvo,412796,PR,"6 a 6,9",GH6
Ubiratã,412800,PR,"5 a 5,9",GH3
Umuarama,412810,PR,"5 a 5,9",GH3
União da Vitória,412820,PR,"5 a 5,9",GH3
Uniflor,412830,PR,"5 a 5,9",GH5
Uraí,412840,PR,"6 a 6,9",GH5
Wenceslau Braz,412850,PR,"6 a 6,9",GH5
Ventania,412853,PR,"5 a 5,9",GH5
Vera Cruz do Oeste,412855,PR,"6 a 6,9",GH5
Verê,412860,PR,"7 a 7,9",GH5
Alto Paraíso,412862,PR,"6 a 6,9",GH5
Doutor Ulysses,412863,PR,"6 a 6,9",GH5
Virmond,412865,PR,"7 a 7,9",GH5
Vitorino,412870,PR,"7 a 7,9",GH5
Xambrê,412880,PR,"6 a 6,9",GH5
Abdon Batista,420005,SC,"5 a 5,9",GH5
Abelardo Luz,420010,SC,"6 a 6,9",GH5
Agrolândia,420020,SC,"5 a 5,9",GH5
Agronômica,420030,SC,"7 a 7,9",GH5
Água Doce,420040,SC,"6 a 6,9",GH5
Águas de Chapecó,420050,SC,"7 a 7,9",GH5
Águas Frias,420055,SC,"6 a 6,9",GH5
Águas Mornas,420060,SC,"7 a 7,9",GH5
Alfredo Wagner,420070,SC,"6 a 6,9",GH5
Alto Bela Vista,420075,SC,"7 a 7,9",GH5
Anchieta,420080,SC,"5 a 5,9",GH5
Angelina,420090,SC,"7 a 7,9",GH3
Anita Garibaldi,420100,SC,"6 a 6,9",GH6
Anitápolis,420110,SC,"6 a 6,9",GH5
Antônio Carlos,420120,SC,"7 a 7,9",GH5
Apiúna,420125,SC,"5 a 5,9",GH5
Arabutã,420127,SC,"6 a 6,9",GH5
Araquari,420130,SC,"4 a 4,9",GH5
Araranguá,420140,SC,"5 a 5,9",GH3
Armazém,420150,SC,"6 a 6,9",GH5
Arroio Trinta,420160,SC,"6 a 6,9",GH5
Arvoredo,420165,SC,"7 a 7,9",GH5
Ascurra,420170,SC,"5 a 5,9",GH5
Atalanta,420180,SC,"6 a 6,9",GH5
Aurora,420190,SC,"6 a 6,9",GH5
Balneário Arroio do Silva,420195,SC,"5 a 5,9",GH5
Balneário Camboriú,420200,SC,"5 a 5,9",GH3
Balneário Barra do Sul,420205,SC,"6 a 6,9",GH5
Balneário Gaivota,420207,SC,"6 a 6,9",GH5
Bandeirante,420208,SC,"6 a 6,9",GH5
Barra Bonita,420209,SC,"7 a 7,9",GH5
Barra Velha,420210,SC,"5 a 5,9",GH5
Bela Vista do Toldo,420213,SC,"6 a 6,9",GH5
Belmonte,420215,SC,"6 a 6,9",GH5
Benedito Novo,420220,SC,"5 a 5,9",GH5
Biguaçu,420230,SC,"6 a 6,9",GH5
Blumenau,420240,SC,"6 a 6,9",GH2
Bocaina do Sul,420243,SC,"5 a 5,9",GH5
Bombinhas,420245,SC,"6 a 6,9",GH5
Bom Jardim da Serra,420250,SC,"5 a 5,9",GH5
Bom Jesus,420253,SC,"7 a 7,9",GH5
Bom Jesus do Oeste,420257,SC,"6 a 6,9",GH5
Bom Retiro,420260,SC,"6 a 6,9",GH5
Botuverá,420270,SC,"6 a 6,9",GH5
Braço do Norte,420280,SC,"7 a 7,9",GH3
Braço do Trombudo,420285,SC,"6 a 6,9",GH5
Brunópolis,420287,SC,"7 a 7,9",GH5
Brusque,420290,SC,"4 a 4,9",GH3
Caçador,420300,SC,"5 a 5,9",GH3
Caibi,420310,SC,"6 a 6,9",GH5
Calmon,420315,SC,"6 a 6,9",GH6
Camboriú,420320,SC,"5 a 5,9",GH3
Capão Alto,420325,SC,"5 a 5,9",GH5
Campo Alegre,420330,SC,"5 a 5,9",GH5
Campo Belo do Sul,420340,SC,"5 a 5,9",GH5
Campo Erê,420350,SC,"6 a 6,9",GH3
Campos Novos,420360,SC,"5 a 5,9",GH3
Canelinha,420370,SC,"6 a 6,9",GH5
Canoinhas,420380,SC,"5 a 5,9",GH3
Capinzal,420390,SC,"6 a 6,9",GH3
Capivari de Baixo,420395,SC,"6 a 6,9",GH5
Catanduvas,420400,SC,"6 a 6,9",GH5
Caxambu do Sul,420410,SC,"6 a 6,9",GH5
Celso Ramos,420415,SC,"6 a 6,9",GH5
Cerro Negro,420417,SC,"6 a 6,9",GH6
Chapadão do Lageado,420419,SC,"6 a 6,9",GH5
Chapecó,420420,SC,"7 a 7,9",GH2
Cocal do Sul,420425,SC,"7 a 7,9",GH5
Concórdia,420430,SC,"6 a 6,9",GH3
Cordilheira Alta,420435,SC,"6 a 6,9",GH5
Coronel Freitas,420440,SC,"6 a 6,9",GH5
Coronel Martins,420445,SC,"7 a 7,9",GH5
Corupá,420450,SC,"6 a 6,9",GH5
Correia Pinto,420455,SC,"5 a 5,9",GH5
Criciúma,420460,SC,"6 a 6,9",GH2
Cunha Porã,420470,SC,"5 a 5,9",GH5
Cunhataí,420475,SC,"6 a 6,9",GH5
Curitibanos,420480,SC,"5 a 5,9",GH3
Descanso,420490,SC,"6 a 6,9",GH5
Dionísio Cerqueira,420500,SC,"6 a 6,9",GH5
Dona Emma,420510,SC,"5 a 5,9",GH5
Doutor Pedrinho,420515,SC,"5 a 5,9",GH5
Entre Rios,420517,SC,"6 a 6,9",GH6
Ermo,420519,SC,"6 a 6,9",GH5
Erval Velho,420520,SC,"6 a 6,9",GH5
Faxinal dos Guedes,420530,SC,"7 a 7,9",GH5
Flor do Sertão,420535,SC,"7 a 7,9",GH5
Florianópolis,420540,SC,"6 a 6,9",GH1
Formosa do Sul,420543,SC,"6 a 6,9",GH5
Forquilhinha,420545,SC,"7 a 7,9",GH5
Fraiburgo,420550,SC,"6 a 6,9",GH3
Frei Rogério,420555,SC,"7 a 7,9",GH5
Galvão,420560,SC,"6 a 6,9",GH5
Garopaba,420570,SC,"6 a 6,9",GH5
Garuva,420580,SC,"6 a 6,9",GH5
Gaspar,420590,SC,"4 a 4,9",GH3
Governador Celso Ramos,420600,SC,"7 a 7,9",GH5
Grão Pará,420610,SC,"6 a 6,9",GH5
Gravatal,420620,SC,"6 a 6,9",GH5
Guabiruba,420630,SC,"5 a 5,9",GH5
Guaraciaba,420640,SC,"6 a 6,9",GH5
Guaramirim,420650,SC,"5 a 5,9",GH5
Guarujá do Sul,420660,SC,"6 a 6,9",GH5
Guatambú,420665,SC,"6 a 6,9",GH5
Herval d'Oeste,420670,SC,"6 a 6,9",GH5
Ibiam,420675,SC,"7 a 7,9",GH5
Ibicaré,420680,SC,"6 a 6,9",GH5
Ibirama,420690,SC,"5 a 5,9",GH3
Içara,420700,SC,"7 a 7,9",GH3
Ilhota,420710,SC,"6 a 6,9",GH5
Imaruí,420720,SC,"6 a 6,9",GH5
Imbituba,420730,SC,"6 a 6,9",GH3
Imbuia,420740,SC,"6 a 6,9",GH5
Indaial,420750,SC,"4 a 4,9",GH3
Iomerê,420757,SC,"6 a 6,9",GH5
Ipira,420760,SC,"6 a 6,9",GH5
Iporã do Oeste,420765,SC,"7 a 7,9",GH5
Ipuaçu,420768,SC,"7 a 7,9",GH5
Ipumirim,420770,SC,"6 a 6,9",GH5
Iraceminha,420775,SC,"6 a 6,9",GH5
Irani,420780,SC,"6 a 6,9",GH5
Irati,420785,SC,"6 a 6,9",GH5
Irineópolis,420790,SC,"6 a 6,9",GH5
Itá,420800,SC,"7 a 7,9",GH5
Itaiópolis,420810,SC,"5 a 5,9",GH5
Itajaí,420820,SC,"7 a 7,9",GH2
Itapema,420830,SC,"6 a 6,9",GH5
Itapiranga,420840,SC,"6 a 6,9",GH5
Itapoá,420845,SC,"5 a 5,9",GH5
Ituporanga,420850,SC,"6 a 6,9",GH3
Jaborá,420860,SC,"6 a 6,9",GH5
Jacinto Machado,420870,SC,"6 a 6,9",GH5
Jaguaruna,420880,SC,"6 a 6,9",GH5
Jaraguá do Sul,420890,SC,"5 a 5,9",GH3
Jardinópolis,420895,SC,"6 a 6,9",GH5
Joaçaba,420900,SC,"6 a 6,9",GH3
Joinville,420910,SC,"6 a 6,9",GH2
José Boiteux,420915,SC,"6 a 6,9",GH5
Jupiá,420917,SC,"7 a 7,9",GH5
Lacerdópolis,420920,SC,"5 a 5,9",GH5
Lages,420930,SC,"6 a 6,9",GH2
Laguna,420940,SC,"6 a 6,9",GH3
Lajeado Grande,420945,SC,"7 a 7,9",GH5
Laurentino,420950,SC,"6 a 6,9",GH5
Lauro Muller,420960,SC,"7 a 7,9",GH5
Lebon Régis,420970,SC,"5 a 5,9",GH5
Leoberto Leal,420980,SC,"6 a 6,9",GH5
Lindóia do Sul,420985,SC,"6 a 6,9",GH5
Lontras,420990,SC,"5 a 5,9",GH5
Luiz Alves,421000,SC,"6 a 6,9",GH5
Luzerna,421003,SC,"6 a 6,9",GH5
Macieira,421005,SC,"7 a 7,9",GH5
Mafra,421010,SC,"5 a 5,9",GH3
Major Gercino,421020,SC,"5 a 5,9",GH5
Major Vieira,421030,SC,"5 a 5,9",GH5
Maracajá,421040,SC,"5 a 5,9",GH5
Maravilha,421050,SC,"6 a 6,9",GH3
Marema,421055,SC,"7 a 7,9",GH5
Massaranduba,421060,SC,"5 a 5,9",GH5
Matos Costa,421070,SC,"5 a 5,9",GH5
Meleiro,421080,SC,"6 a 6,9",GH5
Mirim Doce,421085,SC,"6 a 6,9",GH5
Modelo,421090,SC,"7 a 7,9",GH5
Mondaí,421100,SC,"6 a 6,9",GH5
Monte Carlo,421105,SC,"6 a 6,9",GH5
Monte Castelo,421110,SC,"5 a 5,9",GH5
Morro da Fumaça,421120,SC,"6 a 6,9",GH5
Morro Grande,421125,SC,"6 a 6,9",GH5
Navegantes,421130,SC,"6 a 6,9",GH3
Nova Erechim,421140,SC,"5 a 5,9",GH5
Nova Itaberaba,421145,SC,"6 a 6,9",GH5
Nova Trento,421150,SC,"6 a 6,9",GH5
Nova Veneza,421160,SC,"7 a 7,9",GH3
Novo Horizonte,421165,SC,"6 a 6,9",GH5
Orleans,421170,SC,"6 a 6,9",GH5
Otacílio Costa,421175,SC,"6 a 6,9",GH5
Ouro,421180,SC,"6 a 6,9",GH5
Ouro Verde,421185,SC,"7 a 7,9",GH5
Paial,421187,SC,"6 a 6,9",GH5
Painel,421189,SC,"6 a 6,9",GH5
Palhoça,421190,SC,"6 a 6,9",GH5
Palma Sola,421200,SC,"6 a 6,9",GH5
Palmeira,421205,SC,"6 a 6,9",GH5
Palmitos,421210,SC,"7 a 7,9",GH3
Papanduva,421220,SC,"6 a 6,9",GH5
Paraíso,421223,SC,"6 a 6,9",GH5
Passo de Torres,421225,SC,"5 a 5,9",GH5
Passos Maia,421227,SC,"7 a 7,9",GH5
Paulo Lopes,421230,SC,"7 a 7,9",GH5
Pedras Grandes,421240,SC,"5 a 5,9",GH5
Penha,421250,SC,"5 a 5,9",GH5
Peritiba,421260,SC,"6 a 6,9",GH5
Petrolândia,421270,SC,"6 a 6,9",GH5
Balneário Piçarras,421280,SC,"6 a 6,9",GH5
Pinhalzinho,421290,SC,"7 a 7,9",GH5
Pinheiro Preto,421300,SC,"6 a 6,9",GH5
Piratuba,421310,SC,"5 a 5,9",GH5
Planalto Alegre,421315,SC,"7 a 7,9",GH5
Pomerode,421320,SC,"5 a 5,9",GH3
Ponte Alta,421330,SC,"5 a 5,9",GH5
Ponte Alta do Norte,421335,SC,"5 a 5,9",GH5
Ponte Serrada,421340,SC,"6 a 6,9",GH5
Porto Belo,421350,SC,"6 a 6,9",GH5
Porto União,421360,SC,"5 a 5,9",GH3
Pouso Redondo,421370,SC,"6 a 6,9",GH5
Praia Grande,421380,SC,"5 a 5,9",GH5
Presidente Castello Branco,421390,SC,"7 a 7,9",GH5
Presidente Getúlio,421400,SC,"6 a 6,9",GH5
Presidente Nereu,421410,SC,"6 a 6,9",GH5
Princesa,421415,SC,"6 a 6,9",GH5
Quilombo,421420,SC,"5 a 5,9",GH5
Rancho Queimado,421430,SC,"7 a 7,9",GH5
Rio das Antas,421440,SC,"6 a 6,9",GH5
Rio do Campo,421450,SC,"6 a 6,9",GH5
Rio do Oeste,421460,SC,"5 a 5,9",GH5
Rio dos Cedros,421470,SC,"5 a 5,9",GH5
Rio do Sul,421480,SC,"7 a 7,9",GH3
Rio Fortuna,421490,SC,"7 a 7,9",GH5
Rio Negrinho,421500,SC,"5 a 5,9",GH3
Rio Rufino,421505,SC,"6 a 6,9",GH5
Riqueza,421507,SC,"6 a 6,9",GH5
Rodeio,421510,SC,"5 a 5,9",GH5
Romelândia,421520,SC,"5 a 5,9",GH5
Salete,421530,SC,"6 a 6,9",GH5
Saltinho,421535,SC,"6 a 6,9",GH5
Salto Veloso,421540,SC,"6 a 6,9",GH5
Sangão,421545,SC,"6 a 6,9",GH5
Santa Cecília,421550,SC,"5 a 5,9",GH5
Santa Helena,421555,SC,"6 a 6,9",GH5
Santa Rosa de Lima,421560,SC,"6 a 6,9",GH5
Santa Rosa do Sul,421565,SC,"6 a 6,9",GH5
Santa Terezinha,421567,SC,"6 a 6,9",GH5
Santa Terezinha do Progresso,421568,SC,"7 a 7,9",GH5
Santiago do Sul,421569,SC,"5 a 5,9",GH5
Santo Amaro da Imperatriz,421570,SC,"7 a 7,9",GH3
São Bernardino,421575,SC,"6 a 6,9",GH5
São Bento do Sul,421580,SC,"5 a 5,9",GH3
São Bonifácio,421590,SC,"7 a 7,9",GH5
São Carlos,421600,SC,"7 a 7,9",GH3
São Cristovão do Sul,421605,SC,"5 a 5,9",GH5
São Domingos,421610,SC,"6 a 6,9",GH5
São Francisco do Sul,421620,SC,"6 a 6,9",GH3
São João do Oeste,421625,SC,"6 a 6,9",GH5
São João Batista,421630,SC,"6 a 6,9",GH5
São João do Itaperiú,421635,SC,"6 a 6,9",GH5
São João do Sul,421640,SC,"6 a 6,9",GH5
São Joaquim,421650,SC,"5 a 5,9",GH3
São José,421660,SC,"5 a 5,9",GH2
São José do Cedro,421670,SC,"5 a 5,9",GH5
São José do Cerrito,421680,SC,"5 a 5,9",GH5
São Lourenço do Oeste,421690,SC,"6 a 6,9",GH3
São Ludgero,421700,SC,"7 a 7,9",GH5
São Martinho,421710,SC,"6 a 6,9",GH5
São Miguel da Boa Vista,421715,SC,"6 a 6,9",GH5
São Miguel do Oeste,421720,SC,"6 a 6,9",GH3
São Pedro de Alcântara,421725,SC,"7 a 7,9",GH5
Saudades,421730,SC,"6 a 6,9",GH5
Schroeder,421740,SC,"6 a 6,9",GH5
Seara,421750,SC,"6 a 6,9",GH3
Serra Alta,421755,SC,"5 a 5,9",GH5
Siderópolis,421760,SC,"5 a 5,9",GH5
Sombrio,421770,SC,"6 a 6,9",GH3
Sul Brasil,421775,SC,"6 a 6,9",GH5
Taió,421780,SC,"6 a 6,9",GH5
Tangará,421790,SC,"6 a 6,9",GH5
Tigrinhos,421795,SC,"7 a 7,9",GH5
Tijucas,421800,SC,"6 a 6,9",GH3
Timbé do Sul,421810,SC,"5 a 5,9",GH5
Timbó,421820,SC,"5 a 5,9",GH3
Timbó Grande,421825,SC,"5 a 5,9",GH5
Três Barras,421830,SC,"6 a 6,9",GH5
Treviso,421835,SC,"7 a 7,9",GH5
Treze de Maio,421840,SC,"6 a 6,9",GH5
Treze Tílias,421850,SC,"6 a 6,9",GH5
Trombudo Central,421860,SC,"5 a 5,9",GH5
Tubarão,421870,SC,"7 a 7,9",GH2
Tunápolis,421875,SC,"6 a 6,9",GH5
Turvo,421880,SC,"6 a 6,9",GH3
União do Oeste,421885,SC,"6 a 6,9",GH5
Urubici,421890,SC,"5 a 5,9",GH5
Urupema,421895,SC,"6 a 6,9",GH5
Urussanga,421900,SC,"6 a 6,9",GH3
Vargeão,421910,SC,"7 a 7,9",GH5
Vargem,421915,SC,"5 a 5,9",GH5
Vargem Bonita,421917,SC,"6 a 6,9",GH5
Vidal Ramos,421920,SC,"6 a 6,9",GH5
Videira,421930,SC,"4 a 4,9",GH3
Vitor Meireles,421935,SC,"5 a 5,9",GH5
Witmarsum,421940,SC,"6 a 6,9",GH5
Xanxerê,421950,SC,"5 a 5,9",GH3
Xavantina,421960,SC,"5 a 5,9",GH5
Xaxim,421970,SC,"6 a 6,9",GH3
Zortéa,421985,SC,"5 a 5,9",GH5
Aceguá,430003,RS,"6 a 6,9",GH5
Água Santa,430005,RS,"6 a 6,9",GH5
Agudo,430010,RS,"5 a 5,9",GH5
Ajuricaba,430020,RS,"6 a 6,9",GH5
Alecrim,430030,RS,"6 a 6,9",GH5
Alegrete,430040,RS,"5 a 5,9",GH3
Alegria,430045,RS,"6 a 6,9",GH5
Almirante Tamandaré do Sul,430047,RS,"7 a 7,9",GH5
Alpestre,430050,RS,"6 a 6,9",GH5
Alto Alegre,430055,RS,"6 a 6,9",GH5
Alto Feliz,430057,RS,"6 a 6,9",GH5
Alvorada,430060,RS,"6 a 6,9",GH4
Amaral Ferrador,430063,RS,"5 a 5,9",GH5
Ametista do Sul,430064,RS,"7 a 7,9",GH6
André da Rocha,430066,RS,"5 a 5,9",GH5
Anta Gorda,430070,RS,"6 a 6,9",GH5
Antônio Prado,430080,RS,"5 a 5,9",GH3
Arambaré,430085,RS,"7 a 7,9",GH5
Araricá,430087,RS,"7 a 7,9",GH5
Aratiba,430090,RS,"7 a 7,9",GH5
Arroio do Meio,430100,RS,"5 a 5,9",GH5
Arroio do Sal,430105,RS,"6 a 6,9",GH5
Arroio do Padre,430107,RS,"6 a 6,9",GH5
Arroio dos Ratos,430110,RS,"5 a 5,9",GH5
Arroio do Tigre,430120,RS,"6 a 6,9",GH5
Arroio Grande,430130,RS,"4 a 4,9",GH5
Arvorezinha,430140,RS,"4 a 4,9",GH5
Augusto Pestana,430150,RS,"6 a 6,9",GH5
Áurea,430155,RS,"7 a 7,9",GH5
Bagé,430160,RS,"5 a 5,9",GH3
Balneário Pinhal,430163,RS,"6 a 6,9",GH5
Barão,430165,RS,"4 a 4,9",GH5
Barão de Cotegipe,430170,RS,"7 a 7,9",GH5
Barão do Triunfo,430175,RS,"5 a 5,9",GH5
Barracão,430180,RS,"5 a 5,9",GH5
Barra do Guarita,430185,RS,"6 a 6,9",GH5
Barra do Quaraí,430187,RS,"5 a 5,9",GH5
Barra do Ribeiro,430190,RS,"5 a 5,9",GH5
Barra do Rio Azul,430192,RS,"7 a 7,9",GH5
Barra Funda,430195,RS,"6 a 6,9",GH5
Barros Cassal,430200,RS,"5 a 5,9",GH5
Benjamin Constant do Sul,430205,RS,"7 a 7,9",GH6
Bento Gonçalves,430210,RS,"5 a 5,9",GH3
Boa Vista das Missões,430215,RS,"6 a 6,9",GH5
Boa Vista do Buricá,430220,RS,"5 a 5,9",GH5
Boa Vista do Cadeado,430222,RS,"6 a 6,9",GH5
Boa Vista do Incra,430223,RS,"6 a 6,9",GH5
Boa Vista do Sul,430225,RS,"5 a 5,9",GH5
Bom Jesus,430230,RS,"5 a 5,9",GH5
Bom Princípio,430235,RS,"5 a 5,9",GH5
Bom Progresso,430237,RS,"7 a 7,9",GH5
Bom Retiro do Sul,430240,RS,"4 a 4,9",GH5
Boqueirão do Leão,430245,RS,"6 a 6,9",GH5
Bossoroca,430250,RS,"6 a 6,9",GH5
Bozano,430258,RS,"7 a 7,9",GH5
Braga,430260,RS,"6 a 6,9",GH5
Brochier,430265,RS,"4 a 4,9",GH5
Butiá,430270,RS,"4 a 4,9",GH5
Caçapava do Sul,430280,RS,"5 a 5,9",GH3
Cacequi,430290,RS,"6 a 6,9",GH5
Cachoeira do Sul,430300,RS,"5 a 5,9",GH3
Cachoeirinha,430310,RS,"6 a 6,9",GH3
Cacique Doble,430320,RS,"6 a 6,9",GH5
Caibaté,430330,RS,"6 a 6,9",GH5
Caiçara,430340,RS,"6 a 6,9",GH5
Camaquã,430350,RS,"5 a 5,9",GH3
Camargo,430355,RS,"6 a 6,9",GH5
Cambará do Sul,430360,RS,"5 a 5,9",GH5
Campestre da Serra,430367,RS,"5 a 5,9",GH5
Campina das Missões,430370,RS,"6 a 6,9",GH5
Campinas do Sul,430380,RS,"6 a 6,9",GH5
Campo Bom,430390,RS,"6 a 6,9",GH3
Campo Novo,430400,RS,"6 a 6,9",GH5
Campos Borges,430410,RS,"6 a 6,9",GH5
Candelária,430420,RS,"5 a 5,9",GH3
Cândido Godói,430430,RS,"7 a 7,9",GH5
Candiota,430435,RS,"5 a 5,9",GH5
Canela,430440,RS,"5 a 5,9",GH3
Canguçu,430450,RS,"5 a 5,9",GH3
Canoas,430460,RS,"6 a 6,9",GH2
Canudos do Vale,430461,RS,"6 a 6,9",GH5
Capão Bonito do Sul,430462,RS,"6 a 6,9",GH5
Capão da Canoa,430463,RS,"5 a 5,9",GH3
Capão do Cipó,430465,RS,"7 a 7,9",GH5
Capão do Leão,430466,RS,"5 a 5,9",GH5
Capivari do Sul,430467,RS,"7 a 7,9",GH5
Capela de Santana,430468,RS,"6 a 6,9",GH5
Capitão,430469,RS,"6 a 6,9",GH5
Carazinho,430470,RS,"5 a 5,9",GH3
Caraá,430471,RS,"6 a 6,9",GH5
Carlos Barbosa,430480,RS,"4 a 4,9",GH5
Carlos Gomes,430485,RS,"6 a 6,9",GH5
Casca,430490,RS,"6 a 6,9",GH5
Caseiros,430495,RS,"5 a 5,9",GH5
Catuípe,430500,RS,"5 a 5,9",GH5
Caxias do Sul,430510,RS,"5 a 5,9",GH2
Centenário,430511,RS,"7 a 7,9",GH5
Cerrito,430512,RS,"5 a 5,9",GH5
Cerro Branco,430513,RS,"6 a 6,9",GH5
Cerro Grande,430515,RS,"6 a 6,9",GH6
Cerro Grande do Sul,430517,RS,"5 a 5,9",GH5
Cerro Largo,430520,RS,"5 a 5,9",GH5
Chapada,430530,RS,"6 a 6,9",GH5
Charqueadas,430535,RS,"6 a 6,9",GH5
Charrua,430537,RS,"7 a 7,9",GH5
Chiapetta,430540,RS,"6 a 6,9",GH5
Chuí,430543,RS,"4 a 4,9",GH5
Chuvisca,430544,RS,"5 a 5,9",GH5
Cidreira,430545,RS,"6 a 6,9",GH5
